nom_plante,type_plante,superficie_hectare,latitude,longitude,region,ph,azote_ppm,phosphore_ppm,potassium_ppm,humidite_percent,matiere_organique_percent,temperature_celsius,avg_temp,total_rain,avg_humidity,avg_radiation,year,yield_tons_per_hectare,quality
Blé,Céréale,21.83,36.4561,10.7376,Nabeul,5.66,208.0,82.0,210.0,46.4,5.03,34.8,21.86,82.4,66.11,23.63,2024,3.133,medium
Blé,Céréale,21.23,36.4561,10.7376,Nabeul,6.64,128.8,49.6,81.9,53.1,2.1,15.9,21.86,82.4,66.11,23.63,2024,2.974,low
Blé,Céréale,21.19,36.4561,10.7376,Nabeul,5.99,128.8,58.3,121.2,19.3,7.1,23.0,21.86,82.4,66.11,23.63,2024,3.041,medium
Blé,Céréale,7.66,36.4561,10.7376,Nabeul,6.72,152.9,73.6,112.1,25.1,6.58,38.4,21.86,82.4,66.11,23.63,2024,2.945,medium
Blé,Céréale,40.6,36.4561,10.7376,Nabeul,4.74,101.6,22.9,298.5,42.0,1.58,10.3,21.86,82.4,66.11,23.63,2024,2.817,low
Blé,Céréale,33.26,36.4561,10.7376,Nabeul,5.85,158.8,38.4,80.4,23.4,1.91,22.8,21.86,82.4,66.11,23.63,2024,3.108,medium
Blé,Céréale,12.63,36.4561,10.7376,Nabeul,8.35,159.7,52.4,250.7,65.7,6.71,19.7,21.86,82.4,66.11,23.63,2024,2.949,low
Blé,Céréale,21.9,36.4561,10.7376,Nabeul,7.48,140.7,16.1,303.3,58.4,2.67,29.9,21.86,82.4,66.11,23.63,2024,3.09,medium
Blé,Céréale,36.5,36.4561,10.7376,Nabeul,8.03,139.1,38.2,313.8,23.2,3.41,36.0,21.86,82.4,66.11,23.63,2024,2.703,medium
Blé,Céréale,49.12,36.4561,10.7376,Nabeul,5.92,92.5,25.8,310.2,25.1,3.91,21.6,21.86,82.4,66.11,23.63,2024,2.841,medium
Blé,Céréale,25.73,36.4561,10.7376,Nabeul,4.86,160.0,63.9,196.6,35.9,0.9,25.5,21.86,82.4,66.11,23.63,2024,2.738,medium
Blé,Céréale,25.1,36.4561,10.7376,Nabeul,5.51,68.2,96.2,349.1,23.8,2.96,16.3,21.86,82.4,66.11,23.63,2024,3.066,medium
Blé,Céréale,13.9,36.4561,10.7376,Nabeul,5.16,206.9,81.3,94.5,33.9,1.78,17.6,21.86,82.4,66.11,23.63,2024,2.581,medium
Blé,Céréale,43.04,36.4561,10.7376,Nabeul,8.29,57.8,97.6,130.7,56.4,3.04,14.3,21.86,82.4,66.11,23.63,2024,2.799,low
Blé,Céréale,3.83,36.4561,10.7376,Nabeul,6.77,133.8,54.6,306.3,15.3,5.51,36.9,21.86,82.4,66.11,23.63,2024,3.24,medium
Blé,Céréale,13.65,36.4561,10.7376,Nabeul,6.25,118.8,22.3,227.4,17.6,4.07,32.9,21.86,82.4,66.11,23.63,2024,2.973,medium
Blé,Céréale,20.7,36.4561,10.7376,Nabeul,7.25,215.1,47.3,318.8,12.4,1.42,16.1,21.86,82.4,66.11,23.63,2024,2.779,medium
Blé,Céréale,49.65,36.4561,10.7376,Nabeul,7.12,186.0,62.8,175.0,44.6,3.07,12.5,21.86,82.4,66.11,23.63,2024,3.122,medium
Blé,Céréale,26.07,35.6781,10.0964,Kairouan,7.1,102.4,45.2,141.7,30.6,3.58,31.6,24.42,128.7,49.79,23.02,2022,3.367,medium
Blé,Céréale,36.89,35.6781,10.0964,Kairouan,8.18,40.8,61.6,348.8,24.5,7.07,10.6,24.42,128.7,49.79,23.02,2022,2.938,medium
Blé,Céréale,7.09,35.6781,10.0964,Kairouan,6.26,39.9,92.8,214.6,11.7,5.67,24.5,24.42,128.7,49.79,23.02,2022,3.232,medium
Blé,Céréale,28.71,35.6781,10.0964,Kairouan,6.52,209.8,87.5,265.5,10.8,5.71,22.5,24.42,128.7,49.79,23.02,2022,3.007,high
Blé,Céréale,17.32,35.6781,10.0964,Kairouan,8.17,59.5,70.4,51.5,65.5,1.34,12.8,24.42,128.7,49.79,23.02,2022,2.239,low
Blé,Céréale,35.21,35.6781,10.0964,Kairouan,6.84,127.4,13.1,161.9,58.6,5.67,31.7,24.42,128.7,49.79,23.02,2022,2.83,medium
Blé,Céréale,29.35,35.6781,10.0964,Kairouan,5.59,213.0,98.2,222.8,10.6,1.55,19.7,24.42,128.7,49.79,23.02,2022,2.937,medium
Blé,Céréale,49.33,35.6781,10.0964,Kairouan,7.62,196.2,64.6,269.4,48.3,5.22,26.6,24.42,128.7,49.79,23.02,2022,3.416,medium
Blé,Céréale,28.97,35.6781,10.0964,Kairouan,7.99,77.4,17.5,219.0,40.8,6.72,23.3,24.42,128.7,49.79,23.02,2022,2.847,medium
Blé,Céréale,49.02,35.6781,10.0964,Kairouan,6.96,212.2,24.2,258.0,45.6,1.73,13.7,24.42,128.7,49.79,23.02,2022,2.821,medium
Blé,Céréale,16.36,35.6781,10.0964,Kairouan,5.19,176.9,64.9,275.2,15.3,7.2,21.7,24.42,128.7,49.79,23.02,2022,2.722,low
Blé,Céréale,29.27,35.6781,10.0964,Kairouan,7.95,234.4,37.3,352.4,56.9,7.48,17.4,24.42,128.7,49.79,23.02,2022,3.149,medium
Blé,Céréale,42.81,35.6781,10.0964,Kairouan,4.52,154.3,40.5,162.9,48.7,6.89,28.3,24.42,128.7,49.79,23.02,2022,2.973,low
Blé,Céréale,4.27,35.6781,10.0964,Kairouan,6.3,32.6,60.1,281.5,45.5,6.02,27.1,24.42,128.7,49.79,23.02,2022,3.26,medium
Blé,Céréale,17.31,35.6781,10.0964,Kairouan,5.6,47.5,48.7,244.0,29.7,5.9,29.3,24.42,128.7,49.79,23.02,2022,3.146,medium
Blé,Céréale,29.8,35.6781,10.0964,Kairouan,7.05,151.8,11.0,293.8,32.6,7.57,34.5,24.42,128.7,49.79,23.02,2022,3.017,medium
Blé,Céréale,46.67,35.6781,10.0964,Kairouan,5.86,134.8,36.6,230.2,19.9,7.83,13.2,24.42,128.7,49.79,23.02,2022,3.07,medium
Blé,Céréale,29.4,35.6781,10.0964,Kairouan,7.4,125.9,66.7,169.2,28.1,4.84,24.9,24.42,128.7,49.79,23.02,2022,2.986,medium
Blé,Céréale,33.29,35.6781,10.0964,Kairouan,4.84,41.5,32.8,76.0,16.2,6.6,11.2,24.42,128.7,49.79,23.02,2022,2.585,low
Blé,Céréale,21.85,35.6781,10.0964,Kairouan,6.44,97.2,56.6,183.7,43.9,1.36,39.9,24.42,128.7,49.79,23.02,2022,3.262,medium
Blé,Céréale,11.37,35.6781,10.0964,Kairouan,5.96,213.3,50.9,301.8,16.4,6.85,32.1,24.44,164.7,49.19,22.82,2023,3.162,medium
Blé,Céréale,26.32,35.6781,10.0964,Kairouan,8.4,86.5,51.1,60.5,33.8,4.78,38.6,24.44,164.7,49.19,22.82,2023,2.895,medium
Blé,Céréale,10.86,35.6781,10.0964,Kairouan,4.66,99.3,61.8,382.7,61.5,2.21,16.6,24.44,164.7,49.19,22.82,2023,2.756,medium
Blé,Céréale,37.83,35.6781,10.0964,Kairouan,6.52,132.2,32.8,226.8,11.8,1.49,36.6,24.44,164.7,49.19,22.82,2023,2.982,low
Blé,Céréale,24.02,35.6781,10.0964,Kairouan,5.98,193.0,80.6,317.1,53.4,2.03,20.1,24.44,164.7,49.19,22.82,2023,3.384,medium
Blé,Céréale,4.48,35.6781,10.0964,Kairouan,5.82,60.4,45.9,393.0,23.6,5.09,23.0,24.44,164.7,49.19,22.82,2023,3.39,medium
Blé,Céréale,39.81,35.6781,10.0964,Kairouan,6.55,221.9,36.0,80.2,66.2,3.34,27.3,24.44,164.7,49.19,22.82,2023,3.087,medium
Blé,Céréale,26.86,35.6781,10.0964,Kairouan,5.04,94.1,23.0,333.9,23.4,5.88,38.3,24.44,164.7,49.19,22.82,2023,2.63,medium
Blé,Céréale,23.92,35.6781,10.0964,Kairouan,5.8,134.6,64.3,395.1,66.3,6.97,36.7,24.44,164.7,49.19,22.82,2023,3.313,medium
Blé,Céréale,37.56,35.6781,10.0964,Kairouan,6.07,241.6,47.4,260.4,52.6,7.63,17.3,24.44,164.7,49.19,22.82,2023,3.056,medium
Blé,Céréale,10.72,35.6781,10.0964,Kairouan,7.61,151.5,69.5,163.0,38.9,5.13,22.1,24.44,164.7,49.19,22.82,2023,3.33,medium
Blé,Céréale,25.36,35.6781,10.0964,Kairouan,7.44,120.4,42.0,192.5,34.6,4.58,26.3,24.44,164.7,49.19,22.82,2023,3.174,medium
Blé,Céréale,32.26,35.6781,10.0964,Kairouan,5.18,57.7,93.9,261.7,49.6,3.51,37.3,24.44,164.7,49.19,22.82,2023,2.943,medium
Blé,Céréale,42.91,35.6781,10.0964,Kairouan,8.34,210.5,86.9,110.3,26.3,2.64,18.1,24.44,164.7,49.19,22.82,2023,2.756,low
Blé,Céréale,34.13,35.6781,10.0964,Kairouan,5.43,205.5,60.7,52.0,35.8,3.56,13.4,24.44,164.7,49.19,22.82,2023,3.249,medium
Blé,Céréale,40.68,35.6781,10.0964,Kairouan,7.41,30.0,95.9,335.0,64.2,0.62,38.0,24.44,164.7,49.19,22.82,2023,2.81,high
Blé,Céréale,34.66,35.6781,10.0964,Kairouan,8.28,127.4,63.9,216.7,66.0,1.07,25.0,24.44,164.7,49.19,22.82,2023,2.789,medium
Blé,Céréale,45.63,35.6781,10.0964,Kairouan,8.14,237.2,15.8,190.8,11.4,2.97,26.1,24.44,164.7,49.19,22.82,2023,2.681,low
Blé,Céréale,37.1,35.6781,10.0964,Kairouan,6.63,88.6,91.0,374.6,34.2,7.18,21.5,24.44,164.7,49.19,22.82,2023,3.229,medium
Blé,Céréale,34.81,35.6781,10.0964,Kairouan,8.21,129.9,76.1,178.5,11.1,1.25,24.9,24.44,164.7,49.19,22.82,2023,2.858,low
Blé,Céréale,16.08,35.6781,10.0964,Kairouan,7.29,184.9,54.3,370.2,39.4,3.88,16.0,24.84,61.4,48.4,23.72,2024,3.167,medium
Blé,Céréale,7.36,35.6781,10.0964,Kairouan,5.49,96.9,79.4,164.5,24.5,1.77,33.2,24.84,61.4,48.4,23.72,2024,2.718,low
Blé,Céréale,15.17,35.6781,10.0964,Kairouan,7.25,169.3,83.0,65.7,27.8,2.6,14.4,24.84,61.4,48.4,23.72,2024,2.802,low
Blé,Céréale,4.91,35.6781,10.0964,Kairouan,7.15,113.8,74.8,167.7,27.4,4.56,10.7,24.84,61.4,48.4,23.72,2024,3.046,medium
Blé,Céréale,11.85,35.6781,10.0964,Kairouan,7.39,49.4,86.2,306.3,46.7,6.65,22.1,24.84,61.4,48.4,23.72,2024,3.416,medium
Blé,Céréale,5.83,35.6781,10.0964,Kairouan,6.65,154.3,95.4,365.8,62.5,6.51,38.3,24.84,61.4,48.4,23.72,2024,3.105,medium
Blé,Céréale,18.22,35.6781,10.0964,Kairouan,7.89,141.1,77.3,98.6,25.1,5.99,14.9,24.84,61.4,48.4,23.72,2024,2.703,low
Blé,Céréale,36.54,35.6781,10.0964,Kairouan,7.33,110.9,60.0,85.0,58.3,3.27,29.5,24.84,61.4,48.4,23.72,2024,2.727,medium
Blé,Céréale,40.67,35.6781,10.0964,Kairouan,6.96,124.3,26.4,379.8,55.3,2.06,20.1,24.84,61.4,48.4,23.72,2024,2.893,medium
Blé,Céréale,23.59,35.6781,10.0964,Kairouan,6.26,187.6,44.8,123.9,48.0,7.82,19.3,24.84,61.4,48.4,23.72,2024,3.109,high
Blé,Céréale,42.96,35.6781,10.0964,Kairouan,7.87,197.6,15.2,399.4,55.1,6.98,29.5,24.84,61.4,48.4,23.72,2024,2.753,low
Blé,Céréale,34.65,35.6781,10.0964,Kairouan,8.01,74.4,17.0,325.8,60.1,1.72,35.6,24.84,61.4,48.4,23.72,2024,2.537,medium
Blé,Céréale,29.49,35.6781,10.0964,Kairouan,6.18,72.7,35.6,226.8,41.9,6.54,33.7,24.84,61.4,48.4,23.72,2024,2.922,medium
Blé,Céréale,15.6,35.6781,10.0964,Kairouan,4.7,222.2,16.8,136.3,51.7,3.57,36.3,24.84,61.4,48.4,23.72,2024,2.318,medium
Blé,Céréale,49.93,35.6781,10.0964,Kairouan,6.64,222.9,92.1,143.1,37.7,4.62,38.5,24.84,61.4,48.4,23.72,2024,3.305,medium
Blé,Céréale,15.41,35.6781,10.0964,Kairouan,6.01,31.8,10.8,211.2,39.3,0.67,30.6,24.84,61.4,48.4,23.72,2024,2.296,medium
Blé,Céréale,33.88,35.6781,10.0964,Kairouan,5.17,119.6,30.9,237.2,21.9,4.31,14.7,24.84,61.4,48.4,23.72,2024,2.668,medium
Blé,Céréale,27.91,35.6781,10.0964,Kairouan,6.37,45.6,63.8,142.5,41.7,4.38,37.7,24.84,61.4,48.4,23.72,2024,2.713,medium
Blé,Céréale,10.25,35.6781,10.0964,Kairouan,8.3,201.0,35.7,345.5,35.9,6.72,34.7,24.84,61.4,48.4,23.72,2024,2.787,medium
Blé,Céréale,6.12,35.6781,10.0964,Kairouan,5.69,95.2,75.3,130.4,10.1,5.86,15.1,24.84,61.4,48.4,23.72,2024,2.615,low
Blé,Céréale,31.69,33.8833,10.0833,Gabès,6.4,39.8,97.4,300.6,29.4,2.89,23.5,24.19,40.6,56.98,24.01,2022,2.842,medium
Blé,Céréale,1.96,33.8833,10.0833,Gabès,7.94,86.4,44.2,354.9,49.8,3.06,30.5,24.19,40.6,56.98,24.01,2022,2.707,medium
Blé,Céréale,34.8,33.8833,10.0833,Gabès,7.75,240.0,93.3,368.2,40.7,3.2,24.0,24.19,40.6,56.98,24.01,2022,3.011,medium
Blé,Céréale,15.27,33.8833,10.0833,Gabès,8.17,209.3,98.1,358.1,26.8,1.29,13.4,24.19,40.6,56.98,24.01,2022,2.898,medium
Blé,Céréale,3.13,33.8833,10.0833,Gabès,8.1,167.2,10.5,115.2,16.0,3.22,25.0,24.19,40.6,56.98,24.01,2022,2.242,low
Blé,Céréale,37.06,33.8833,10.0833,Gabès,7.09,132.1,54.6,199.7,67.4,2.11,25.5,24.19,40.6,56.98,24.01,2022,2.781,medium
Blé,Céréale,27.08,33.8833,10.0833,Gabès,6.01,132.0,18.0,263.1,27.3,1.7,26.3,24.19,40.6,56.98,24.01,2022,2.738,medium
Blé,Céréale,30.91,33.8833,10.0833,Gabès,7.0,71.6,52.2,302.1,41.8,3.47,19.7,24.19,40.6,56.98,24.01,2022,3.007,medium
Blé,Céréale,46.74,33.8833,10.0833,Gabès,4.8,131.4,90.2,83.1,69.3,7.62,12.3,24.19,40.6,56.98,24.01,2022,2.699,low
Blé,Céréale,17.95,33.8833,10.0833,Gabès,6.17,127.0,67.1,321.1,12.0,4.95,15.6,24.19,40.6,56.98,24.01,2022,2.9,low
Blé,Céréale,47.37,33.8833,10.0833,Gabès,5.84,53.6,23.1,61.7,38.2,7.66,13.5,24.19,40.6,56.98,24.01,2022,2.779,medium
Blé,Céréale,4.54,33.8833,10.0833,Gabès,7.08,211.9,19.6,226.7,51.8,4.9,35.0,24.19,40.6,56.98,24.01,2022,2.971,high
Blé,Céréale,6.02,33.8833,10.0833,Gabès,6.02,104.9,65.9,361.8,39.8,6.69,22.1,24.19,40.6,56.98,24.01,2022,2.95,medium
Blé,Céréale,7.56,33.8833,10.0833,Gabès,7.37,193.4,14.6,127.4,26.5,4.61,14.3,24.19,40.6,56.98,24.01,2022,2.659,low
Blé,Céréale,19.4,33.8833,10.0833,Gabès,5.92,204.0,55.9,94.7,54.3,3.48,17.9,24.19,40.6,56.98,24.01,2022,2.523,medium
Blé,Céréale,38.92,33.8833,10.0833,Gabès,5.47,117.7,11.7,320.4,20.3,0.83,29.6,24.19,40.6,56.98,24.01,2022,2.44,medium
Blé,Céréale,43.15,33.8833,10.0833,Gabès,5.32,192.2,73.0,136.2,64.2,1.28,39.5,24.19,40.6,56.98,24.01,2022,2.611,medium
Blé,Céréale,17.18,33.8833,10.0833,Gabès,7.39,71.9,49.8,75.0,33.4,6.06,21.6,24.19,40.6,56.98,24.01,2022,2.898,medium
Blé,Céréale,10.75,33.8833,10.0833,Gabès,4.69,114.8,24.2,293.4,16.3,5.49,18.6,24.19,40.6,56.98,24.01,2022,2.551,medium
Blé,Céréale,27.01,33.8833,10.0833,Gabès,6.43,140.2,38.9,96.3,32.6,5.54,33.5,24.19,40.6,56.98,24.01,2022,2.781,medium
Blé,Céréale,10.58,33.8833,10.0833,Gabès,5.65,65.6,32.4,128.7,41.2,4.72,38.3,24.01,55.4,55.82,24.14,2023,2.967,medium
Blé,Céréale,11.75,33.8833,10.0833,Gabès,6.74,86.1,33.6,63.7,28.3,6.08,11.4,24.01,55.4,55.82,24.14,2023,2.916,medium
Blé,Céréale,4.37,33.8833,10.0833,Gabès,6.32,183.6,44.9,106.0,33.9,4.85,38.4,24.01,55.4,55.82,24.14,2023,2.743,medium
Blé,Céréale,15.6,33.8833,10.0833,Gabès,6.53,35.3,38.2,337.0,43.2,3.88,18.6,24.01,55.4,55.82,24.14,2023,3.131,medium
Blé,Céréale,37.43,33.8833,10.0833,Gabès,8.37,126.5,45.4,346.3,35.6,4.64,16.9,24.01,55.4,55.82,24.14,2023,3.132,medium
Blé,Céréale,23.09,33.8833,10.0833,Gabès,7.62,77.3,74.4,330.0,30.8,1.79,10.1,24.01,55.4,55.82,24.14,2023,2.894,low
Blé,Céréale,14.32,33.8833,10.0833,Gabès,5.25,219.1,33.2,129.3,38.8,4.24,16.5,24.01,55.4,55.82,24.14,2023,2.961,low
Blé,Céréale,11.02,33.8833,10.0833,Gabès,7.58,131.7,74.3,307.6,18.3,7.75,34.6,24.01,55.4,55.82,24.14,2023,2.933,medium
Blé,Céréale,1.9,33.8833,10.0833,Gabès,5.05,194.6,52.3,324.0,54.8,5.03,30.6,24.01,55.4,55.82,24.14,2023,3.137,low
Blé,Céréale,16.03,33.8833,10.0833,Gabès,4.54,37.3,86.7,289.4,25.9,5.66,33.8,24.01,55.4,55.82,24.14,2023,2.635,medium
Blé,Céréale,29.2,33.8833,10.0833,Gabès,6.47,199.1,29.9,144.3,24.6,7.94,15.9,24.01,55.4,55.82,24.14,2023,2.93,medium
Blé,Céréale,21.65,33.8833,10.0833,Gabès,7.04,197.4,98.7,113.1,56.0,3.04,15.3,24.01,55.4,55.82,24.14,2023,2.841,medium
Blé,Céréale,46.96,33.8833,10.0833,Gabès,6.65,248.9,45.9,265.4,31.9,3.45,30.9,24.01,55.4,55.82,24.14,2023,3.362,medium
Blé,Céréale,13.96,33.8833,10.0833,Gabès,4.86,76.5,55.2,57.0,25.2,4.38,10.4,24.01,55.4,55.82,24.14,2023,2.925,medium
Blé,Céréale,34.11,33.8833,10.0833,Gabès,8.2,172.0,47.3,375.6,57.1,2.0,13.9,24.01,55.4,55.82,24.14,2023,2.901,medium
Blé,Céréale,39.09,33.8833,10.0833,Gabès,7.46,167.5,98.8,236.8,16.8,6.71,17.6,24.01,55.4,55.82,24.14,2023,2.998,medium
Blé,Céréale,10.72,33.8833,10.0833,Gabès,6.88,131.3,42.8,173.6,48.2,6.13,30.4,24.01,55.4,55.82,24.14,2023,3.272,medium
Blé,Céréale,49.78,33.8833,10.0833,Gabès,6.4,148.1,79.4,281.4,34.6,7.22,14.9,24.01,55.4,55.82,24.14,2023,3.269,medium
Blé,Céréale,20.93,33.8833,10.0833,Gabès,7.42,208.4,87.3,397.1,27.6,5.83,13.5,24.01,55.4,55.82,24.14,2023,3.063,medium
Blé,Céréale,24.59,33.8833,10.0833,Gabès,6.86,140.8,68.1,390.5,13.3,4.8,35.9,24.01,55.4,55.82,24.14,2023,3.045,medium
Blé,Céréale,1.25,33.8833,10.0833,Gabès,5.83,64.1,86.4,232.6,66.0,6.55,30.8,24.54,86.7,56.7,24.38,2024,2.689,medium
Blé,Céréale,5.36,33.8833,10.0833,Gabès,8.14,68.4,35.7,230.9,25.8,2.07,28.0,24.54,86.7,56.7,24.38,2024,2.548,low
Blé,Céréale,34.0,33.8833,10.0833,Gabès,7.38,152.1,48.1,248.0,31.9,7.52,11.6,24.54,86.7,56.7,24.38,2024,3.179,medium
Blé,Céréale,5.91,33.8833,10.0833,Gabès,5.24,95.1,74.5,79.5,58.7,5.89,31.9,24.54,86.7,56.7,24.38,2024,2.889,medium
Blé,Céréale,20.18,33.8833,10.0833,Gabès,7.82,39.2,12.1,180.6,18.9,4.69,37.5,24.54,86.7,56.7,24.38,2024,2.568,low
Blé,Céréale,22.26,33.8833,10.0833,Gabès,4.89,163.4,50.6,378.5,17.4,2.09,10.9,24.54,86.7,56.7,24.38,2024,2.819,medium
Blé,Céréale,44.78,33.8833,10.0833,Gabès,6.92,165.1,57.9,82.1,36.7,8.0,35.1,24.54,86.7,56.7,24.38,2024,3.038,medium
Blé,Céréale,33.41,33.8833,10.0833,Gabès,6.39,179.0,88.7,312.2,66.3,0.9,10.4,24.54,86.7,56.7,24.38,2024,2.74,medium
Blé,Céréale,13.31,33.8833,10.0833,Gabès,5.82,89.4,56.0,204.1,40.7,5.55,21.6,24.54,86.7,56.7,24.38,2024,3.071,medium
Blé,Céréale,27.95,33.8833,10.0833,Gabès,7.47,196.5,70.0,131.9,45.3,4.78,24.5,24.54,86.7,56.7,24.38,2024,3.524,medium
Blé,Céréale,3.96,33.8833,10.0833,Gabès,7.36,54.1,77.5,97.6,14.0,7.82,38.7,24.54,86.7,56.7,24.38,2024,2.507,medium
Blé,Céréale,45.58,33.8833,10.0833,Gabès,6.44,212.6,95.6,272.0,31.2,5.02,19.4,24.54,86.7,56.7,24.38,2024,3.362,high
Blé,Céréale,41.12,33.8833,10.0833,Gabès,5.8,94.5,13.0,335.5,37.0,2.94,24.1,24.54,86.7,56.7,24.38,2024,2.655,medium
Blé,Céréale,32.55,33.8833,10.0833,Gabès,5.99,103.2,25.9,262.5,38.6,6.99,11.0,24.54,86.7,56.7,24.38,2024,3.217,medium
Blé,Céréale,12.77,33.8833,10.0833,Gabès,8.04,190.4,93.5,166.4,40.2,0.61,10.2,24.54,86.7,56.7,24.38,2024,2.793,medium
Blé,Céréale,44.75,33.8833,10.0833,Gabès,5.21,36.3,91.8,52.9,54.2,1.64,37.4,24.54,86.7,56.7,24.38,2024,2.609,medium
Blé,Céréale,15.28,33.8833,10.0833,Gabès,4.52,246.7,89.0,363.3,49.6,3.09,36.8,24.54,86.7,56.7,24.38,2024,2.785,medium
Blé,Céréale,1.05,33.8833,10.0833,Gabès,8.19,61.0,30.2,245.3,55.8,5.15,17.0,24.54,86.7,56.7,24.38,2024,2.682,medium
Blé,Céréale,16.52,33.8833,10.0833,Gabès,8.12,120.2,57.2,217.0,36.9,6.31,25.8,24.54,86.7,56.7,24.38,2024,2.834,medium
Blé,Céréale,40.56,33.8833,10.0833,Gabès,5.09,173.8,71.3,313.3,40.2,7.21,38.1,24.54,86.7,56.7,24.38,2024,2.994,medium
Orge,Céréale,28.29,36.8065,10.1815,Tunis,8.43,90.3,28.2,204.8,13.4,7.84,27.7,22.39,161.4,64.18,22.78,2022,2.531,medium
Orge,Céréale,8.91,36.8065,10.1815,Tunis,4.63,164.7,74.5,195.9,55.4,2.2,16.6,22.39,161.4,64.18,22.78,2022,2.857,low
Orge,Céréale,31.26,36.8065,10.1815,Tunis,7.81,114.2,63.0,302.3,24.5,1.76,39.2,22.39,161.4,64.18,22.78,2022,2.625,medium
Orge,Céréale,25.11,36.8065,10.1815,Tunis,5.54,142.6,38.8,108.7,25.8,0.77,31.1,22.39,161.4,64.18,22.78,2022,2.611,low
Orge,Céréale,41.24,36.8065,10.1815,Tunis,4.88,195.9,11.8,137.3,63.4,5.89,12.2,22.39,161.4,64.18,22.78,2022,2.727,low
Orge,Céréale,1.71,36.8065,10.1815,Tunis,6.9,180.0,99.4,131.3,47.4,3.95,11.2,22.39,161.4,64.18,22.78,2022,3.077,medium
Orge,Céréale,39.21,36.8065,10.1815,Tunis,6.77,151.8,12.9,214.3,65.5,3.48,28.7,22.39,161.4,64.18,22.78,2022,2.745,medium
Orge,Céréale,21.44,36.8065,10.1815,Tunis,7.93,116.1,90.0,134.1,26.8,0.9,33.9,22.39,161.4,64.18,22.78,2022,2.509,low
Orge,Céréale,7.16,36.8065,10.1815,Tunis,8.11,213.5,59.8,265.6,38.5,3.44,37.5,22.39,161.4,64.18,22.78,2022,2.737,low
Orge,Céréale,4.18,36.8065,10.1815,Tunis,6.49,130.7,56.7,99.0,40.8,2.32,15.5,22.39,161.4,64.18,22.78,2022,2.909,medium
Orge,Céréale,25.24,36.8065,10.1815,Tunis,7.01,190.1,71.1,214.7,33.3,3.32,29.2,22.39,161.4,64.18,22.78,2022,3.036,medium
Orge,Céréale,38.37,36.8065,10.1815,Tunis,7.02,96.3,11.7,361.0,23.6,7.47,31.5,22.39,161.4,64.18,22.78,2022,2.722,medium
Orge,Céréale,9.19,36.8065,10.1815,Tunis,6.59,67.9,37.5,162.5,19.6,2.04,33.7,22.39,161.4,64.18,22.78,2022,2.645,medium
Orge,Céréale,16.44,36.8065,10.1815,Tunis,8.4,102.9,20.7,249.6,64.4,6.38,28.7,22.39,161.4,64.18,22.78,2022,2.482,low
Orge,Céréale,39.73,36.8065,10.1815,Tunis,7.22,189.5,96.9,141.1,11.1,4.59,31.2,22.39,161.4,64.18,22.78,2022,2.738,medium
Orge,Céréale,17.3,36.8065,10.1815,Tunis,6.55,102.7,87.4,215.8,58.0,4.85,33.2,22.39,161.4,64.18,22.78,2022,2.951,medium
Orge,Céréale,39.58,36.8065,10.1815,Tunis,6.68,77.1,52.8,161.4,26.0,7.75,14.8,22.39,161.4,64.18,22.78,2022,2.777,medium
Orge,Céréale,5.12,36.8065,10.1815,Tunis,4.66,118.6,94.2,54.1,45.3,4.26,36.2,22.39,161.4,64.18,22.78,2022,2.896,medium
Orge,Céréale,23.12,36.8065,10.1815,Tunis,7.18,237.3,84.1,64.7,38.3,3.48,19.3,22.39,161.4,64.18,22.78,2022,2.778,low
Orge,Céréale,22.09,36.8065,10.1815,Tunis,8.42,49.5,93.0,218.1,47.4,6.73,20.8,22.39,161.4,64.18,22.78,2022,2.553,low
Orge,Céréale,8.04,36.8065,10.1815,Tunis,8.2,212.4,19.8,87.8,35.7,1.24,28.6,22.3,252.1,63.72,22.55,2023,2.656,low
Orge,Céréale,42.44,36.8065,10.1815,Tunis,5.77,179.0,53.6,392.4,62.4,3.19,11.4,22.3,252.1,63.72,22.55,2023,3.2,medium
Orge,Céréale,3.62,36.8065,10.1815,Tunis,8.13,81.9,91.7,158.3,68.6,2.61,38.6,22.3,252.1,63.72,22.55,2023,2.708,medium
Orge,Céréale,2.4,36.8065,10.1815,Tunis,6.41,79.2,73.5,116.8,43.2,2.4,38.7,22.3,252.1,63.72,22.55,2023,2.966,low
Orge,Céréale,35.01,36.8065,10.1815,Tunis,6.16,81.2,54.2,355.4,52.7,4.85,12.7,22.3,252.1,63.72,22.55,2023,3.266,medium
Orge,Céréale,35.53,36.8065,10.1815,Tunis,5.5,121.8,41.5,350.6,17.6,4.74,14.3,22.3,252.1,63.72,22.55,2023,2.997,medium
Orge,Céréale,41.23,36.8065,10.1815,Tunis,6.45,234.0,56.9,220.7,44.7,5.67,13.2,22.3,252.1,63.72,22.55,2023,3.285,medium
Orge,Céréale,43.52,36.8065,10.1815,Tunis,7.64,112.9,19.0,271.8,62.8,7.16,38.7,22.3,252.1,63.72,22.55,2023,2.832,medium
Orge,Céréale,25.18,36.8065,10.1815,Tunis,6.91,163.4,42.9,366.6,40.2,3.99,39.9,22.3,252.1,63.72,22.55,2023,3.329,medium
Orge,Céréale,10.51,36.8065,10.1815,Tunis,7.76,200.9,81.0,297.8,25.3,6.97,36.8,22.3,252.1,63.72,22.55,2023,3.214,medium
